MeterID,Date,Hour,Usage
E101,2021-01-12,1,0.557154769
E101,2021-01-12,2,0.276932758
E101,2021-01-12,3,0.40043778
E101,2021-01-12,4,0.30591528
E101,2021-01-12,5,0.670946081
E101,2021-01-12,6,0.310516406
E101,2021-01-12,7,0.512919347
E101,2021-01-12,8,0.617771726
E101,2021-01-12,9,0.418602881
E101,2021-01-12,10,0.708770513
E101,2021-01-12,11,0.578489953
E101,2021-01-12,12,0.649534419
E101,2021-01-12,13,0.740545943
E101,2021-01-12,14,0.489237002
E101,2021-01-12,15,0.49175665
E101,2021-01-12,16,0.54210735
E101,2021-01-12,17,0.586509397
E101,2021-01-12,18,0.730910075
E101,2021-01-12,19,0.428604673
E101,2021-01-12,20,0.444528363
E101,2021-01-12,21,0.317788713
E101,2021-01-12,22,0.492337419
E101,2021-01-12,23,0.571381626
E101,2021-01-13,0,0.517002985
E101,2021-01-13,1,0.710229333
E101,2021-01-13,2,0.526811532
E101,2021-01-13,3,0.330682266
E101,2021-01-13,4,0.738770822
E101,2021-01-13,5,0.67276736
E101,2021-01-13,6,0.383703136
E101,2021-01-13,7,0.281631357
E101,2021-01-13,8,0.265571063
E101,2021-01-13,9,0.709467798
E101,2021-01-13,10,0.254597239
E101,2021-01-13,11,0.268956842
E101,2021-01-13,12,0.357174435
E101,2021-01-13,13,0.272338733
E101,2021-01-13,14,0.311946831
E101,2021-01-13,15,0.42695076
E101,2021-01-13,16,0.325801881
E101,2021-01-13,17,0.295326724
E101,2021-01-13,18,0.532268593
E101,2021-01-13,19,0.565109158
E101,2021-01-13,20,0.741715123
E101,2021-01-13,21,0.56094047
E101,2021-01-13,22,0.265220561
E101,2021-01-13,23,0.404902849
E101,2021-01-14,0,0.576670249
E101,2021-01-14,1,0.304432617
E101,2021-01-14,2,0.299387307
E101,2021-01-14,3,0.55122715
E101,2021-01-14,4,0.559266583
E101,2021-01-14,5,0.418740659
E101,2021-01-14,6,0.286353707
E101,2021-01-14,7,0.529050109
E101,2021-01-14,8,0.724737393
E101,2021-01-14,9,0.485019562
E101,2021-01-14,10,0.594371505
E101,2021-01-14,11,0.527091789
E101,2021-01-14,12,0.323113554
E101,2021-01-14,13,0.301379651
E101,2021-01-14,14,0.301224879
E101,2021-01-14,15,0.413792958
E101,2021-01-14,16,0.254524892
E101,2021-01-14,17,0.506596388
E101,2021-01-14,18,0.493766319
E101,2021-01-14,19,0.361287361
E101,2021-01-14,20,0.252292397
E101,2021-01-14,21,0.33153915
E101,2021-01-14,22,0.406850577
E101,2021-01-14,23,0.334850567
E101,2021-01-15,0,0.729519452
E101,2021-01-15,1,0.377799448
E101,2021-01-15,2,0.258982373
E101,2021-01-15,3,0.343436031
E101,2021-01-15,4,0.457805508
E101,2021-01-15,5,0.419509805
E101,2021-01-15,6,0.267789253
E101,2021-01-15,7,0.695192735
E101,2021-01-15,8,0.557114526
E101,2021-01-15,9,0.418191309
E101,2021-01-15,10,0.693511445
E101,2021-01-15,11,0.626423079
E101,2021-01-15,12,0.423700523
E101,2021-01-15,13,0.463847759
E101,2021-01-15,14,0.590695823
E101,2021-01-15,15,0.497265331
E101,2021-01-15,16,0.627019438
E101,2021-01-15,17,0.378467676
E101,2021-01-15,18,0.53565034
E101,2021-01-15,19,0.400398718
E101,2021-01-15,20,0.577412267
E101,2021-01-15,21,0.413984104
E101,2021-01-15,22,0.324799138
E101,2021-01-15,23,0.525284069
E101,2021-01-16,0,0.365439055
E101,2021-01-16,1,0.357268991
E101,2021-01-16,2,0.576148642
E101,2021-01-16,3,0.74835948
E101,2021-01-16,4,0.606050205
E101,2021-01-16,5,0.340734506
E101,2021-01-16,6,0.427081573
E101,2021-01-16,7,0.289120479
E101,2021-01-16,8,0.606467391
E101,2021-01-16,9,0.55081969
E101,2021-01-16,10,0.567141394
E101,2021-01-16,11,0.47112812
E101,2021-01-16,12,0.317401853
E101,2021-01-16,13,0.329263338
E101,2021-01-16,14,0.533733841
E101,2021-01-16,15,0.529861431
E101,2021-01-16,16,0.62767424
E101,2021-01-16,17,0.261630291
E101,2021-01-16,18,0.280602462
E101,2021-01-16,19,0.445763002
E101,2021-01-16,20,0.321429034
E101,2021-01-16,21,0.617678383
E101,2021-01-16,22,0.280045238
E101,2021-01-16,23,0.638524661
E101,2021-01-17,0,0.71797958
E101,2021-01-17,1,0.253059541
E101,2021-01-17,2,0.654075887
E101,2021-01-17,3,0.68131019
E101,2021-01-17,4,0.747357813
E101,2021-01-17,5,0.348843327
E101,2021-01-17,6,0.467592871
E101,2021-01-17,7,0.404665293
E101,2021-01-17,8,0.416453849
E101,2021-01-17,9,0.492992466
E101,2021-01-17,10,0.446691756
E101,2021-01-17,11,0.6019777
E101,2021-01-17,12,0.344281799
E101,2021-01-17,13,0.513564214
E101,2021-01-17,14,0.689932281
E101,2021-01-17,15,0.677469534
E101,2021-01-17,16,0.749587261
E101,2021-01-17,17,0.654104843
E101,2021-01-17,18,0.627392855
E101,2021-01-17,19,0.556802969
E101,2021-01-17,20,0.267111261
E101,2021-01-17,21,0.639736546
E101,2021-01-17,22,0.622821913
E101,2021-01-17,23,0.475823853
E101,2021-01-18,0,0.730833622
E101,2021-01-18,1,0.399623576
E101,2021-01-18,2,0.446245011
E101,2021-01-18,3,0.544440007
E101,2021-01-18,4,0.670388288
E101,2021-01-18,5,0.322706426
E101,2021-01-18,6,0.288028254
E101,2021-01-18,7,0.534634509
E101,2021-01-18,8,0.435592497
E101,2021-01-18,9,0.575884447
E101,2021-01-18,10,0.302849667
E101,2021-01-18,11,0.302985977
E101,2021-01-18,12,0.650046033
E101,2021-01-18,13,0.608813156
E101,2021-01-18,14,0.677469344
E101,2021-01-18,15,0.655895065
E101,2021-01-18,16,0.578706151
E101,2021-01-18,17,0.34689986
E101,2021-01-18,18,0.325519753
E101,2021-01-18,19,0.582137211
E101,2021-01-18,20,0.553571595
E101,2021-01-18,21,0.316785175
E101,2021-01-18,22,0.466956077
E101,2021-01-18,23,0.401775318
E101,2021-01-19,0,0.518223117
E101,2021-01-19,1,0.396823833
E101,2021-01-19,2,0.663125689
E101,2021-01-19,3,0.725848053
E101,2021-01-19,4,0.702340561
E101,2021-01-19,5,0.51730145
E101,2021-01-19,6,0.537515093
E101,2021-01-19,7,0.560572557
E101,2021-01-19,8,0.562695881
E101,2021-01-19,9,0.609713537
E101,2021-01-19,10,0.489551331
E101,2021-01-19,11,0.704773808
E101,2021-01-19,12,0.306522843
E101,2021-01-19,13,0.542370565
E101,2021-01-19,14,0.523267099
E101,2021-01-19,15,0.533330325
E101,2021-01-19,16,0.251453956
E101,2021-01-19,17,0.676537036
E101,2021-01-19,18,0.292576202
E101,2021-01-19,19,0.746069248
E101,2021-01-19,20,0.293783251
E101,2021-01-19,21,0.475060481
E101,2021-01-19,22,0.544784153
E101,2021-01-19,23,0.489007697
E101,2021-01-20,0,0.506512023
E101,2021-01-20,1,0.603110659
E101,2021-01-20,2,0.459504195
E101,2021-01-20,3,0.372309401
E101,2021-01-20,4,0.59111536
E101,2021-01-20,5,0.616260725
E101,2021-01-20,6,0.294331355
E101,2021-01-20,7,0.561361191
E101,2021-01-20,8,0.56067058
E101,2021-01-20,9,0.697093786
E101,2021-01-20,10,0.56655707
E101,2021-01-20,11,0.64291276
E101,2021-01-20,12,0.54087803
E101,2021-01-20,13,0.658845044
E101,2021-01-20,14,0.488241565
E101,2021-01-20,15,0.648702625
E101,2021-01-20,16,0.35881334
E101,2021-01-20,17,0.484166679
E101,2021-01-20,18,0.719818128
E101,2021-01-20,19,0.328019545
E101,2021-01-20,20,0.618988302
E101,2021-01-20,21,0.465209817
E101,2021-01-20,22,0.435369365
E101,2021-01-20,23,0.469339554
E101,2021-01-21,0,0.531145586
E101,2021-01-21,1,0.642634868
E101,2021-01-21,2,0.389340296
E101,2021-01-21,3,0.513071858
E101,2021-01-21,4,0.302893169
E101,2021-01-21,5,0.286267322
E101,2021-01-21,6,0.610099321
E101,2021-01-21,7,0.715673067
E101,2021-01-21,8,0.526994687
E101,2021-01-21,9,0.560879119
E101,2021-01-21,10,0.420569125
E101,2021-01-21,11,0.545892884
E101,2021-01-21,12,0.545033659
E101,2021-01-21,13,0.683587893
E101,2021-01-21,14,0.706658276
E101,2021-01-21,15,0.631326736
E101,2021-01-21,16,0.294251857
E101,2021-01-21,17,0.395132089
E101,2021-01-21,18,0.315094875
E101,2021-01-21,19,0.519216339
E101,2021-01-21,20,0.47265098
E101,2021-01-21,21,0.282090609
E101,2021-01-21,22,0.466356804
E101,2021-01-21,23,0.540301169
E101,2021-01-22,0,0.385815113
E101,2021-01-22,1,0.410576273
E101,2021-01-22,2,0.681661058
E101,2021-01-22,3,0.682388016
E101,2021-01-22,4,0.285428494
E101,2021-01-22,5,0.727259917
E101,2021-01-22,6,0.634581625
E101,2021-01-22,7,0.740519901
E101,2021-01-22,8,0.7348778
E101,2021-01-22,9,0.649596908
E101,2021-01-22,10,0.269266674
E101,2021-01-22,11,0.624768789
E101,2021-01-22,12,0.653386625
E101,2021-01-22,13,0.528038566
E101,2021-01-22,14,0.282665182
E101,2021-01-22,15,0.296859215
E101,2021-01-22,16,0.314361098
E101,2021-01-22,17,0.487658791
E101,2021-01-22,18,0.61227564
E101,2021-01-22,19,0.334325199
E101,2021-01-22,20,0.288408206
E101,2021-01-22,21,0.495404902
E101,2021-01-22,22,0.269547894
E101,2021-01-22,23,0.72534425
E101,2021-01-23,0,0.339341814
E101,2021-01-23,1,0.286840297
E101,2021-01-23,2,0.564202098
E101,2021-01-23,3,0.364613172
E101,2021-01-23,4,0.363605482
E101,2021-01-23,5,0.259919234
E101,2021-01-23,6,0.426777092
E101,2021-01-23,7,0.598315423
E101,2021-01-23,8,0.679246051
E101,2021-01-23,9,0.62537052
E101,2021-01-23,10,0.687966622
E101,2021-01-23,11,0.457265013
E101,2021-01-23,12,0.317338372
E101,2021-01-23,13,0.619148187
E101,2021-01-23,14,0.421553896
E101,2021-01-23,15,0.598668817
E101,2021-01-23,16,0.255698607
E101,2021-01-23,17,0.627787076
E101,2021-01-23,18,0.738879279
E101,2021-01-23,19,0.434273205
E101,2021-01-23,20,0.314732282
E101,2021-01-23,21,0.568644796
E101,2021-01-23,22,0.455609356
E101,2021-01-23,23,0.729186649
E101,2021-01-24,0,0.277442124
E101,2021-01-24,1,0.494582364
E101,2021-01-24,2,0.408686277
E101,2021-01-24,3,0.440583521
E101,2021-01-24,4,0.610929651
E101,2021-01-24,5,0.667265431
E101,2021-01-24,6,0.323534945
E101,2021-01-24,7,0.73857568
E101,2021-01-24,8,0.636350887
E101,2021-01-24,9,0.287027483
E101,2021-01-24,10,0.488308658
E101,2021-01-24,11,0.410990527
E101,2021-01-24,12,0.374444073
E101,2021-01-24,13,0.71680932
E101,2021-01-24,14,0.364927506
E101,2021-01-24,15,0.302981902
E101,2021-01-24,16,0.293811041
E101,2021-01-24,17,0.606923811
E101,2021-01-24,18,0.604059971
E101,2021-01-24,19,0.384022876
E101,2021-01-24,20,0.651577331
E101,2021-01-24,21,0.40615171
E101,2021-01-24,22,0.266583923
E101,2021-01-24,23,0.633522978
E101,2021-01-25,0,0.256137897
E101,2021-01-25,1,0.291223893
E101,2021-01-25,2,0.516842003
E101,2021-01-25,3,0.302421577
E101,2021-01-25,4,0.491228732
E101,2021-01-25,5,0.715747792
E101,2021-01-25,6,0.730787741
E101,2021-01-25,7,0.728246776
E101,2021-01-25,8,0.388299399
E101,2021-01-25,9,0.530853514
E101,2021-01-25,10,0.506475289
E101,2021-01-25,11,0.285983571
E101,2021-01-25,12,0.545567873
E101,2021-01-25,13,0.294709643
E101,2021-01-25,14,0.425483894
E101,2021-01-25,15,0.565603447
E101,2021-01-25,16,0.406825964
E101,2021-01-25,17,0.351776458
E101,2021-01-25,18,0.26093101
E101,2021-01-25,19,0.315482502
E101,2021-01-25,20,0.640925065
E101,2021-01-25,21,0.530099994
E101,2021-01-25,22,0.269051355
E101,2021-01-25,23,0.597409974
E101,2021-01-26,0,0.703335601
E101,2021-01-26,1,0.446211593
E101,2021-01-26,2,0.409870743
E101,2021-01-26,3,0.430845889
E101,2021-01-26,4,0.403825837
E101,2021-01-26,5,0.441841243
E101,2021-01-26,6,0.733758738
E101,2021-01-26,7,0.648781626
E101,2021-01-26,8,0.493908495
E101,2021-01-26,9,0.493887138
E101,2021-01-26,10,0.583093359
E101,2021-01-26,11,0.609063449
E101,2021-01-26,12,0.658941652
E101,2021-01-26,13,0.466299061
E101,2021-01-26,14,0.324388547
E101,2021-01-26,15,0.742051606
E101,2021-01-26,16,0.495636871
E101,2021-01-26,17,0.470132875
E101,2021-01-26,18,0.45538581
E101,2021-01-26,19,0.375030399
E101,2021-01-26,20,0.252991917
E101,2021-01-26,21,0.276685908
E101,2021-01-26,22,0.31652088
E101,2021-01-26,23,0.49400039
E101,2021-01-27,0,0.314584947
E101,2021-01-27,1,0.334479419
E101,2021-01-27,2,0.615944185
E101,2021-01-27,3,0.443601497
E101,2021-01-27,4,0.288445253
E101,2021-01-27,5,0.521930191
E101,2021-01-27,6,0.298414885
E101,2021-01-27,7,0.722734063
E101,2021-01-27,8,0.338913728
E101,2021-01-27,9,0.490858836
E101,2021-01-27,10,0.742604634
E101,2021-01-27,11,0.30320056
E101,2021-01-27,12,0.31766937
E101,2021-01-27,13,0.636961897
E101,2021-01-27,14,0.398059243
E101,2021-01-27,15,0.715408716
E101,2021-01-27,16,0.468993556
E101,2021-01-27,17,0.40155939
E101,2021-01-27,18,0.385250765
E101,2021-01-27,19,0.67897974
E101,2021-01-27,20,0.383963661
E101,2021-01-27,21,0.692429966
E101,2021-01-27,22,0.371620448
E101,2021-01-27,23,0.407450904
E101,2021-01-28,0,0.575220647
E101,2021-01-28,1,0.6828197
E101,2021-01-28,2,0.345755831
E101,2021-01-28,3,0.593759682
E101,2021-01-28,4,0.527546406
E101,2021-01-28,5,0.28631265
E101,2021-01-28,6,0.603321583
E101,2021-01-28,7,0.608761634
E101,2021-01-28,8,0.491308045
E101,2021-01-28,9,0.366586304
E101,2021-01-28,10,0.430330841
E101,2021-01-28,11,0.271898877
E101,2021-01-28,12,0.458654857
E101,2021-01-28,13,0.713086987
E101,2021-01-28,14,0.620825902
E101,2021-01-28,15,0.317664044
E101,2021-01-28,16,0.344006138
E101,2021-01-28,17,0.44331588
E101,2021-01-28,18,0.585978969
E101,2021-01-28,19,0.649715199
E101,2021-01-28,20,0.486343147
E101,2021-01-28,21,0.34887516
E101,2021-01-28,22,0.339049095
E101,2021-01-28,23,0.427771981
E101,2021-01-29,0,0.507251731
E101,2021-01-29,1,0.546743855
E101,2021-01-29,2,0.466094845
E101,2021-01-29,3,0.322711335
E101,2021-01-29,4,0.301824522
E101,2021-01-29,5,0.594671708
E101,2021-01-29,6,0.439407582
E101,2021-01-29,7,0.415086983
E101,2021-01-29,8,0.327518354
E101,2021-01-29,9,0.285153637
E101,2021-01-29,10,0.469273571
E101,2021-01-29,11,0.627629915
E101,2021-01-29,12,0.474533851
E101,2021-01-29,13,0.534707902
E101,2021-01-29,14,0.677606864
E101,2021-01-29,15,0.310052221
E101,2021-01-29,16,0.339696505
E101,2021-01-29,17,0.32673016
E101,2021-01-29,18,0.435855634
E101,2021-01-29,19,0.73319096
E101,2021-01-29,20,0.536762733
E101,2021-01-29,21,0.673959917
E101,2021-01-29,22,0.622661836
E101,2021-01-29,23,0.323088119
E101,2021-01-30,0,0.300434202
E101,2021-01-30,1,0.719865582
E101,2021-01-30,2,0.560345895
E101,2021-01-30,3,0.256294157
E101,2021-01-30,4,0.579281063
E101,2021-01-30,5,0.450943583
E101,2021-01-30,6,0.664857869
E101,2021-01-30,7,0.742459069
E101,2021-01-30,8,0.328845459
E101,2021-01-30,9,0.376265872
E101,2021-01-30,10,0.603261643
E101,2021-01-30,11,0.674283548
E101,2021-01-30,12,0.695270455
E101,2021-01-30,13,0.324296374
E101,2021-01-30,14,0.571292003
E101,2021-01-30,15,0.271551591
E101,2021-01-30,16,0.691303549
E101,2021-01-30,17,0.336920379
E101,2021-01-30,18,0.528136647
E101,2021-01-30,19,0.399689318
E101,2021-01-30,20,0.375480343
E101,2021-01-30,21,0.498362846
E101,2021-01-30,22,0.632354969
E101,2021-01-30,23,0.650355626
E101,2021-01-31,0,0.302729315
E101,2021-01-31,1,0.566085663
E101,2021-01-31,2,0.405880697
E101,2021-01-31,3,0.372707238
E101,2021-01-31,4,0.553126656
E101,2021-01-31,5,0.69328042
E101,2021-01-31,6,0.295351084
E101,2021-01-31,7,0.63348862
E101,2021-01-31,8,0.561264271
E101,2021-01-31,9,0.361761513
E101,2021-01-31,10,0.409160079
E101,2021-01-31,11,0.579308366
E101,2021-01-31,12,0.683354446
E101,2021-01-31,13,0.585118325
E101,2021-01-31,14,0.516054317
E101,2021-01-31,15,0.585958944
E101,2021-01-31,16,0.434047492
E101,2021-01-31,17,0.377769747
E101,2021-01-31,18,0.660166991
E101,2021-01-31,19,0.536176245
E101,2021-01-31,20,0.608697417
E101,2021-01-31,21,0.644355734
E101,2021-01-31,22,0.548417238
E101,2021-01-31,23,0.51694987
E101,2021-02-01,0,0.673086625
E101,2021-02-01,1,0.678112473
E101,2021-02-01,2,0.692705792
E101,2021-02-01,3,0.502240287
E101,2021-02-01,4,0.697037874
E101,2021-02-01,5,0.27541034
E101,2021-02-01,6,0.540720961
E101,2021-02-01,7,0.407564273
E101,2021-02-01,8,0.35920242
E101,2021-02-01,9,0.565525296
E101,2021-02-01,10,0.657834182
E101,2021-02-01,11,0.272775682
E101,2021-02-01,12,0.332128139
E101,2021-02-01,13,0.270175927
E101,2021-02-01,14,0.421011025
E101,2021-02-01,15,0.29061317
E101,2021-02-01,16,0.682753437
E101,2021-02-01,17,0.746678074
E101,2021-02-01,18,0.433328646
E101,2021-02-01,19,0.251869491
E101,2021-02-01,20,0.574601496
E101,2021-02-01,21,0.397130529
E101,2021-02-01,22,0.514686096
E101,2021-02-01,23,0.429327888
E101,2021-02-02,0,0.701628208
E101,2021-02-02,1,0.311776591
E101,2021-02-02,2,0.679896793
E101,2021-02-02,3,0.658683326
E101,2021-02-02,4,0.25290978
E101,2021-02-02,5,0.656090261
E101,2021-02-02,6,0.65274854
E101,2021-02-02,7,0.732001911
